"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;42256,5285350575;5615,08620013612;-8315,6754859312;-55912,6679199726;6045,32334199658;-2594836,20221438;-2372,01388431078;1406,88378467179;277448,48564919;36721,8880371164;-6044,288358716;-303,436863735451;7551,70019210816;111493,106071463;85093,9190240128;912,631863952056;4168,96504900553;-493563,13006877;-609472,029502172;49905,5378279073;83877,6571283605;-490016,756028703;-399544,263540265;30,9644954399431;366,736692241331;9,48242674764853;-2089,15483491119;130,05069274009;26049,2566866789;4209,0323862548;1663,45179428971;-3159,88763258574;-11762,5729401488;-621,761369133231;1077,39523465798;54923,6414198023;-16751,1532617104;-183130,845980175;260035,744983965;-3158837,13508445
"Áustria";-42256,5285350575;0;15852,6535036811;-22972,3821132409;-22204,9981002168;-18297,5078003059;-333105,883707508;-1918,25057174595;3120,25623386909;469854,423777672;-3579,3422433711;-39097,7497190518;-3029,45206554922;21005,4961645465;-300,919371489348;-94257,1290785155;-23281,826946833;-118111,370316134;-34903,3824609947;-126481,488011247;5773,46521053105;-107852,150388501;4088,1805486626;-5545,60180101523;-5672,2587606615;-141,211865769925;-5417,37383604455;-17883,796901001;-369,606571594268;28153,4293555389;-14398,7806214136;-2568,06070672986;-59734,444687631;-36433,1398120449;8611,22531307062;-62075,7133134878;9092,97549561018;-31835,862598244;-6348,46843825112;-178186,539771881;-1533464,96707334
"Bélgica";-5615,08620013612;-15852,6535036811;0;-6606,68409974364;-75493,0444420484;-9830,87409761809;-649111,63382504;-4305,55798677959;-8842,66936598785;81043,6345911704;-45093,6296808671;-147809,865208402;-4703,82792876254;-12014,3604421062;-41069,7446360043;-326952,244960265;-72734,1886725658;-29508,1588773394;-136610,609279776;-753212,278843677;217194,469359619;-342467,414799177;105998,020547222;21882,4925164254;-8503,36495148056;-118467,193783016;-4598,9285067024;-24673,750153114;-1568,42250846128;323143,773256562;-42258,8427668718;-29385,7946273475;-26801,7060676028;-46783,5217323655;-9641,94551879501;-12145,8534120812;12433,9841739298;-52455,3102554666;-10169,2807208936;-142129,757631879;-3614641,37216229
"Bulgária";8315,6754859312;22972,3821132409;6606,68409974364;0;-9449,5556073268;7610,83758398318;-30711,4190553753;1014,2849729042;9991,85440495763;129886,604693289;9626,23001343727;30220,5217545555;520,555041742722;2258,91703182236;54964,3804925774;26405,923258287;26147,5669863158;9128,04507516998;-309,553691780654;-11968,068193404;2713,65548691289;75799,4742038311;7996,81853291767;4699,75502739548;678,595412785755;265,001095076107;261,587554922703;4958,18534890796;911,024554160243;13531,3953012238;13167,3386146442;1923,88175701151;6003,03600604185;8100,32044481087;5096,21987453615;3725,43384183632;9737,93787146968;44894,7737789126;2418,11302759494;32169,724625567;-50439,0662073928
"Brasil";55912,6679199726;22204,9981002168;75493,0444420484;9449,5556073268;0;99315,6992502454;-37192,6365080458;-985,824689777031;14533,6858318375;588687,166809725;29556,556052518;204312,047746699;1135,34388943379;40705,3831275079;252826,741994117;184550,724566955;14644,8937087311;2288,80734884368;-37428,2405128923;-102829,523167299;21437,3000583327;228422,905076296;284081,580227656;106792,288513875;1968,17500445564;-117,547388273383;489,857458564571;-78274,8699446759;1191,72275573317;276597,225092276;10431,0923813183;39763,0892308831;13757,1481968773;171548,568149149;2125,78936652461;3806,10146358195;63209,3785126482;28180,6163733604;58283,7700386685;579398,848822111;-1452919,86974381
"Canadá";-6045,32334199658;18297,5078003059;9830,87409761809;-7610,83758398318;-99315,6992502454;0;-2986988,20985852;-1260,01373296484;-5030,82910492805;236948,460031416;29754,9921872999;-9317,99577985139;-1291,59525651684;33983,3776741594;110867,99826923;-140122,111021974;-2434,39850989157;-1893,32552147166;-160719,118722834;-1076097,94871491;42398,6993509558;86225,2311757098;115399,908076848;49516,5528111821;12996,6390897675;948,551851268742;-857,691517451031;-110198,87781375;452,411905315241;-1545,24834322622;-2715,01337534333;3168,02653855715;-12509,2730939993;-29608,6138955556;1981,05894872759;-979,059687785609;69381,1474673175;-9764,28997832983;20292,2909773911;-4837353,16617702;-4503358,55973535
"China";2594836,20221438;333105,883707508;649111,63382504;30711,4190553753;37192,6365080458;2986988,20985852;0;21210,0635465892;232633,96378766;5412463,04934375;328836,788955237;1423549,81877895;49229,9871992184;274658,57309555;2433920,35004427;3290721,88972959;234984,09763766;118995,181213929;-67034,8774564826;413130,966548556;264146,409529264;2324461,79160916;16032432,6125701;6237289,77436136;25596,629202213;22364,7802815366;11218,9420335557;971014,25309329;11137,8883061597;1114042,98788098;378794,135789963;82162,1856750202;119435,800621875;1367700,24640664;68385,6251979059;17547,8715592686;455380,428514115;632529,71122278;3267799,83237786;23217001,3090548;1986711,21821331
"Chipre";2372,01388431078;1918,25057174595;4305,55798677959;-1014,2849729042;985,824689777031;1260,01373296484;-21210,0635465892;0;205,233416098875;15043,6904831686;3414,42831735114;7758,79622896544;59,4693355536209;766,554422988427;13276,2168283557;19255,0141033907;14541,4149122172;1194,35445846151;-1328,33598442671;-15747,9619391765;1948,67354323359;21932,2410191184;5314,39221629477;1219,16877675742;-226,746690844219;58,6313670970669;-293,617793299443;1667,55746113772;-4,10809844494401;7466,15478349552;679,278972335266;382,20279424513;-772,913786049732;-4142,27387450656;389,467740891818;1060,49855824093;1281,75163780229;-65,9030132307485;768,782322130879;6129,08318875661;-109593,742969105
"Tchéquia";-1406,88378467179;-3120,25623386912;8842,66936598785;-9991,85440495763;-14533,6858318375;5030,82910492805;-232633,96378766;-205,233416098875;0;284747,444631413;4547,91661076831;4279,43448119944;-2610,09854386247;1453,26841559868;25517,2096494969;-13094,5224912608;-7398,74134363296;-12421,8160926111;-22644,6313812061;-76423,6115125344;9819,14767829692;48476,407948874;62863,5238878971;10028,0449945668;-5032,52594900998;3673,89052175349;-3508,87106423507;-6567,22717068381;216,459628140571;54508,96897174;-34519,4820418271;-4043,30627310076;-30407,0286889211;38033,4998297305;-19535,02483922;31,6610463690777;21754,0836284222;-13555,9671550623;13663,4017687007;-8053,85089795489;-853122,848211424
"Alemanha";-277448,48564919;-469854,423777672;-81043,6345911704;-129886,604693289;-588687,166809725;-236948,460031416;-5412463,04934375;-15043,6904831686;-284747,444631413;0;-76078,4724804444;-997490,616949847;-50570,7657155182;8490,14834827505;-643962,156640913;-868005,565859335;-291540,936096501;-270828,114712608;-581785,370397085;-1809260,58169062;488229,326463398;-997782,286451293;-7023,49973847973;-25641,0619868903;-74963,3250806517;-43710,5111721626;-45427,8710788889;-382782,812965218;-7059,60725281567;350834,180825483;-525985,644904803;-235319,302240458;-315514,372442967;-247425,234755392;-71442,6227162373;-45048,0802730235;-240169,141999974;-467987,75596031;-150211,39170789;-2345436,63405418;-17976606,0166479
"Dinamarca";-36721,8880371164;3579,3422433711;45093,6296808671;-9626,23001343727;-29556,556052518;-29754,9921872999;-328836,788955237;-3414,42831735114;-4547,91661076831;76078,4724804445;0;-23286,575909176;-6982,37188162702;-17455,0953666938;-53146,8009659094;-112566,36032113;-5442,82470544915;-8056,17314876588;-58973,209812198;-125965,917970276;-11845,773496203;9520,51803416215;-74145,558617876;-8524,14822531718;-13991,55449238;4896,85112824504;-9878,52357608665;-828,577422511602;-725,141636026806;48499,6726271907;-26968,9954288073;-12270,5548451185;-6019,31408188055;-26521,5551482184;-1413,1501095929;2088,91809776009;-64720,9086811492;-16660,7283609531;8375,20481437845;-190846,314100389;-2471446,01148828
"Espanha";6044,288358716;39097,7497190518;147809,865208402;-30220,5217545555;-204312,047746699;9317,99577985139;-1423549,81877895;-7758,79622896544;-4279,43448119945;997490,616949848;23286,575909176;0;-4013,40501259549;30832,948754453;490073,656431631;-136394,627050213;-80837,8704422573;20937,122134807;-102228,926807935;-755571,238844337;104451,547797036;421803,469296311;183629,843612937;95129,6215978563;-5161,65756177836;7409,3804233143;-3990,09770074492;13633,3194977106;-3553,84681693883;156907,982197219;-47541,3527919497;-417987,067710463;-53203,3385994807;44180,9073602363;-6841,32566053791;-12470,2653470276;66886,3026211407;-69990,5703283627;11126,5817335946;-67900,8772660245;-6771103,99035566
"Estônia";303,436863735451;3029,45206554922;4703,82792876254;-520,555041742722;-1135,34388943379;1291,59525651684;-49229,9871992184;-59,469335553621;2610,09854386247;50570,7657155182;6982,37188162702;4013,40501259549;0;22055,6704334803;10522,2671968725;11019,06668961;407,347193951727;-172,467845452231;-3385,8824344737;-9298,47773479524;1799,71135451142;11177,8843936171;12509,2790264092;2602,76322084657;4266,92399045916;243,081282231682;-4154,97604634483;-3,74319577765669;35,3397129538399;6469,43334690321;5152,13626514371;401,781640674623;-323,43817207223;-34843,9189040682;519,552390449939;501,124487750883;18606,7935466743;1304,55896480296;2361,05888030302;5033,55491188675;-178984,002359948
"Finlândia";-7551,70019210816;-21005,4961645465;12014,3604421062;-2258,91703182236;-40705,3831275079;-33983,3776741594;-274658,57309555;-766,554422988427;-1453,26841559868;-8490,14834827505;17455,0953666938;-30832,948754453;-22055,6704334803;0;-22833,3957331207;-74942,5806083728;-11489,477431897;6592,10790875711;-26395,4088631014;-75148,4173482161;9652,56977585939;-4232,2474266425;-3480,53502847176;-568,238950999359;-17441,439374865;165,841515381083;-21869,076010354;-10497,354023332;-80,9877216254794;-25520,4221410528;-35894,2925723085;-7174,7526477792;-7364,49612214276;-164943,812085654;3902,24454324679;227,778850846462;-23162,0458708133;-27708,260153684;-2886,40462090863;-131459,915218975;-1085382,92468634
"França";-111493,106071463;300,919371489319;41069,7446360043;-54964,3804925774;-252826,741994117;-110867,99826923;-2433920,35004427;-13276,2168283557;-25517,2096494969;643962,156640913;53146,8009659094;-490073,656431631;-10522,2671968725;22833,3957331207;0;-331051,619081537;-133979,400533207;-57746,2310519967;-267006,493872746;-1095712,78471063;217811,109688067;9635,56836800883;10308,6024154781;36435,3319279288;4113,10265354712;-14340,3563177794;-6992,9450854276;-102891,556686782;-7846,94661323273;62850,9201686906;-144231,851930728;-111725,265275363;-164875,129227072;1855,07288810774;-21840,4449221188;-3917,37099909644;16458,5397490383;-187216,45277736;-67791,8120451396;-582364,72611615;-10546651,5169975
"Reino Unido";-85093,9190240128;94257,1290785155;326952,244960265;-26405,923258287;-184550,724566955;140122,111021974;-3290721,88972959;-19255,0141033907;13094,5224912608;868005,565859335;112566,36032113;136394,627050213;-11019,06668961;74942,5806083728;331051,619081537;0;-21990,0248407936;7990,78862593132;-294198,033951557;-2089907,3851225;-265530,907342347;256097,594428719;229627,8447165;-295,548383325688;-14110,5615339097;12395,166427553;-9960,11851900965;-52346,4403161137;-6797,3407167656;301317,674043561;-40724,4063040284;8685,46052534453;-91678,1748892044;-115296,756194367;-15075,2483633394;-1839,76191845535;31571,639614735;-87610,9910970261;12806,2928007127;-1116130,93538115;-10235875,6780204
"Grécia";-912,631863952056;23281,826946833;72734,1886725658;-26147,5669863158;-14644,8937087311;2434,39850989157;-234984,09763766;-14541,4149122172;7398,74134363296;291540,936096501;5442,82470544915;80837,8704422574;-407,347193951727;11489,477431897;133979,400533207;21990,0248407936;0;5606,55670563431;-22168,9879697293;-141835,454108254;18487,0789319212;282663,433973343;29367,9885397376;60499,8129480717;-306,283270446196;8257,8127920733;-164,775977743849;-737,383441585578;-148,698351708194;57356,4456765214;690,368416607489;1844,10873243295;-25687,2064060554;63464,4145625252;1165,73069304139;1483,19557284096;18648,522428711;-439,790188002858;4448,3382947967;33836,4177374315;-1438665,4376305
"Hungria";-4168,96504900553;118111,370316134;29508,1588773394;-9128,04507516998;-2288,80734884368;1893,32552147166;-118995,181213929;-1194,35445846151;12421,8160926111;270828,114712608;8056,17314876588;-20937,122134807;172,46784545223;-6592,10790875712;57746,2310519967;-7990,78862593134;-5606,55670563431;0;-5134,65786122013;-22446,6173632033;7230,21986364422;42336,5426794206;56890,6000742167;36050,5484800818;-1508,07210505577;2246,93899863146;-2472,9167992545;-7728,65272531867;2809,2079873073;54256,3457552525;14531,3720600949;1856,08500002129;-40805,3276888668;67650,2203118766;613,686136004646;-2936,69022041057;4713,73864889424;-21512,1984660849;9805,65055677862;-37487,6216195089;-441167,764019764
"Indonésia";493563,13006877;34903,3824609947;136610,609279776;309,553691780654;37428,2405128923;160719,118722834;67034,8774564826;1328,33598442671;22644,6313812061;581785,370397085;58973,209812198;102228,926807935;3385,8824344737;26395,4088631014;267006,493872746;294198,033951557;22168,9879697293;5134,65786122013;0;86594,8848760255;10498,4442933896;232887,747073902;1302894,55372058;260909,471043666;2177,26283168578;9893,92383503234;473,923620091238;56560,4460073359;693,243542562957;273948,338301541;37764,2740964663;13599,9948479311;7493,56436568714;95433,6179038447;9724,96381263842;4099,41131515181;67589,2337403425;123463,926399391;129549,028637564;1840141,70954116;613626,436149093
"Índia";609472,029502172;126481,488011247;753212,278843677;11968,068193404;102829,523167299;1076097,94871491;-413130,966548556;15747,9619391765;76423,6115125344;1809260,58169062;125965,917970276;755571,238844337;9298,47773479524;75148,4173482161;1095712,78471063;2089907,3851225;141835,454108254;22446,6173632033;-86594,8848760255;0;70604,7972900712;1096032,60686395;1303518,07873136;435533,808849184;7766,06516702174;2972,04932541115;5563,68373388468;240334,777478334;4904,57180221267;586745,297645684;128489,978681881;85564,5580711742;32569,4968671864;450858,795630039;26050,1670188578;11532,5460783234;160370,911443391;311549,419023272;331338,072939511;12406771,9303335;5175873,3394742
"Irlanda";-49905,5378279073;-5773,46521053105;-217194,469359619;-2713,65548691289;-21437,3000583327;-42398,6993509558;-264146,409529264;-1948,67354323359;-9819,14767829692;-488229,326463398;11845,773496203;-104451,547797036;-1799,71135451142;-9652,56977585939;-217811,109688067;265530,907342347;-18487,0789319212;-7230,21986364422;-10498,4442933895;-70604,7972900712;0;-144562,997945321;-44372,207164772;-11634,7286751259;-375,089589384763;806,243345692114;-1494,90699041683;-26512,6080646063;-943,260925444403;50,6743542482582;-13587,5922540648;-18984,6901232132;-10781,6613635654;-14912,2004959243;-4472,63285882058;-966,253635648267;-35686,9415649912;-15873,1404594273;-27349,0947909188;-533336,97339456;-1145279,31200164
"Itália";-83877,6571283605;107852,150388501;342467,414799177;-75799,4742038311;-228422,905076296;-86225,2311757098;-2324461,79160916;-21932,2410191184;-48476,407948874;997782,286451293;-9520,51803416212;-421803,469296311;-11177,8843936171;4232,2474266425;-9635,56836800883;-256097,594428719;-282663,433973343;-42336,5426794206;-232887,747073902;-1096032,60686395;144562,997945321;0;-124045,519713412;18193,1719635757;-13902,5946693733;17872,9310191835;-10070,5487652022;-142741,398741583;-33359,3869678722;306227,088682821;-127703,680614878;-87128,0948400783;-386132,001315864;6152,15479728673;-15805,2215356113;-71624,2081999432;47135,921731069;-235512,770933391;-18793,2051046918;-1044856,12966445;-8405258,09305807
"Japão";490016,756028703;-4088,1805486626;-105998,020547222;-7996,81853291767;-284081,580227656;-115399,908076848;-16032432,6125701;-5314,39221629477;-62863,5238878971;7023,49973847973;74145,558617876;-183629,843612937;-12509,2790264092;3480,53502847176;-10308,6024154781;-229627,8447165;-29367,9885397376;-56890,6000742167;-1302894,55372058;-1303518,07873136;44372,207164772;124045,519713412;0;-1009610,57677303;-1381,6161748226;157,139584091391;-1314,33322019559;-472797,297177919;-51,465285295219;-64878,7988328787;-59613,4395165648;-19463,2547427122;-27180,1897760149;-599956,773534699;-16799,8418568659;-3279,04832902387;21438,7319598826;-101108,681882363;-1141811,5817035;-2698315,27344622;-17128342,6194
