"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28";"V29";"V30";"V31";"V32";"V33";"V34";"V35";"V36";"V37";"V38";"V39";"V40";"V41"
"Austrália";0;20119,0344498403;11969,3787823797;-1239,35503488522;-33174,955005931;26875,8285298261;-1587743,91044852;-432,031631249082;-1504,16859356217;187761,114370945;23137,179166847;4216,15100091867;405,667106551735;19306,2207207773;73353,3477759661;150103,761751796;-2199,6603862544;242,776009450286;-423539,185294104;-450799,719509742;37274,7805062115;63821,862922052;-217088,302710012;-197048,730283108;-3893,68078286557;277,312776204419;-99,806572939648;-13412,6852846728;-246,910441237603;36373,6568253906;-3238,6216652248;-3904,74980067403;-6529,31409345899;-15096,2094169459;-567,146289695161;48,8244692196424;57910,6813498047;-16004,4275864353;-136248,033796893;261987,955069444;-2411319,82708491
"Áustria";-20119,0344498403;0;8162,62078185353;-25350,5111838073;-43123,1123243918;-8644,65828401253;-175948,559305821;-1218,23929643818;-60125,8478312624;396699,418259192;-258,129272059836;-52682,9631790836;-1458,04157530056;18243,0400126755;72388,57248031;-8297,90926838113;-19043,9315370782;-97805,5908856908;-28560,4820897681;-111508,552681799;17611,7563910056;-6602,10049063631;25675,1729758165;-1124,63295557187;-3762,80863720921;2185,44566831579;-2548,29627743641;-6604,13616370511;503,677746152647;29452,3615606707;-55846,8419739181;-2213,80800292687;-47443,5986140419;-81686,0435518013;-22840,856181597;-20535,7900969433;9409,93685219011;-47308,6447380092;-1842,78474203452;-36840,3605596864;-1096354,49502645
"Bélgica";-11969,3787823797;-8162,62078185353;0;-18654,7357223661;-110183,640287682;22041,7448327241;-479101,662734979;-2555,25162848522;-22903,7501368648;23118,9596641914;-32909,5199474118;-140339,558319201;-4122,41068976782;-3443,23091123393;71749,182531565;-218332,728819341;-49519,0739892433;-21491,4013027932;-148017,473136698;-520875,907671959;101246,289219029;-225071,401119507;60700,0469999889;-5319,0321197619;-8542,7151972204;-85164,567570628;-3193,58509925879;-11173,7970473151;-230,094169801221;186059,972907038;-60027,545233483;-18090,7640101848;-26826,040485794;-85675,8350527442;-6699,19669470424;-4975,14771700086;48672,0306402082;-67771,87326158;14710,5368362836;-83931,1622257154;-2124071,45772242
"Bulgária";1239,35503488522;25350,5111838073;18654,7357223661;0;-7798,23840950581;9348,35631531795;-10087,9253245322;2421,43645420956;6596,93981062929;130344,595827232;7293,15626911394;22877,7471312125;684,778474024083;5899,53752443887;48647,0048779671;26176,0338435443;50561,2745554126;3702,82513172135;-1055,11172172511;-4194,99813921478;3929,37718005202;83155,9019557027;9443,81674114042;7552,03449670159;1066,97082816709;201,592766183451;1627,73292049383;3257,26464599736;299,039877850321;16319,2637725579;7225,96285881374;3855,4385445452;-2397,4290254912;-120632,209998283;1478,28578293253;2321,09225986097;8330,61654992142;41915,9101445059;3020,70038314851;47325,3038061902;49419,6955635469
"Brasil";33174,955005931;43123,1123243918;110183,640287682;7798,23840950581;0;143207,865865498;-118396,676485381;2001,6299089849;11378,9774318237;650112,299193214;40383,9980744403;231156,629647219;444,468783860071;52098,3932694317;311895,194940086;215268,024775137;13206,8265920334;23643,4252665775;-35331,2915461842;-83211,6889835252;18138,2701004603;254805,416314163;349952,904404173;80279,9032404938;29,240338671539;-535,68955370814;78,4630476600421;7548,86044024149;1092,64303565238;302258,190052952;22122,9415689799;50234,6477615222;8155,57396465119;138922,752343098;1745,46111130408;7106,87090876846;78728,5451770105;4147,67111959972;22271,7964192367;930190,553108349;-2739400,46377876
"Canadá";-26875,8285298261;8644,65828401253;-22041,7448327241;-9348,35631531795;-143207,865865498;0;-1704655,40001885;-736,224830413415;-3975,0598774538;134134,129030732;20475,3929099768;4260,23537768937;-4736,41226173695;18617,9421952859;134857,331331416;-45189,6247391608;-94,6494072701425;-2832,70966774625;-158409,92748939;-759892,483896153;29513,4769782065;67639,0112231392;168993,418200232;-10875,5532625407;-2293,26377243325;3667,24689929901;-727,626676104788;-9923,89206044661;262,368135125745;-647,917723798295;-15628,6150701641;-1905,001564143;-10677,1810492438;-46682,8414429768;-2059,55373092064;-950,304883535654;52074,6378952568;-12033,1054379837;62901,7333891085;-2933686,25668313;-2636223,84856301
"China";1587743,91044852;175948,559305821;479101,662734979;10087,9253245322;118396,676485381;1704655,40001885;0;20473,9488014571;96781,6172887747;2934003,15034323;211676,53779041;694537,366243392;8786,03560301241;172231,89005744;1508164,53856994;2492871,31531971;100880,125365179;54070,2370507871;3214,84777940309;253671,667017319;113400,444112439;1282189,06487859;12487050,1009424;3079813,72715459;2831,96502982557;10846,5022815409;2979,42830819246;303354,790000406;9277,77114835392;834490,835391182;144892,32014963;57107,6627530497;10911,5877711305;-79657,0082763301;27730,3387958841;18093,0667166407;321677,685036564;199424,275798063;1897280,16728968;16367271,4472114;1929380,33528184
"Chipre";432,031631249082;1218,23929643818;2555,25162848522;-2421,43645420956;-2001,6299089849;736,224830413415;-20473,9488014571;0;-181,546472307366;12577,3806221201;1360,0346813442;4478,12639427437;-19,6242891000773;664,959710470779;12095,1489559483;17235,0552516921;4260,27964887767;-282,633869885184;-4128,66852007;-24846,6191967067;1351,84013446034;14996,9825320954;11715,9311285413;1249,83400247068;-33,4144147046486;49,8251866638751;-14,7102986145745;3,59646726893664;-18,8981359522536;1893,92987446758;-10,6266902469633;239,646487073326;-5172,40513225371;-21573,5698023206;-130,812664373082;-201,524391917383;2069,66512615354;-194,554428959598;2006,27558384844;6589,31883497051;-68287,5819478686
"Tchéquia";1504,16859356217;60125,8478312624;22903,7501368648;-6596,93981062929;-11378,9774318237;3975,0598774538;-96781,6172887747;181,546472307366;0;354986,116839626;7682,67171468269;10010,5728269087;-852,369446340334;10097,3920448257;67604,3126482088;46195,1933270488;-234,950126900254;-3776,74359394349;-11342,8968160767;-69870,6342820698;13141,1607929909;62000,8637941467;22688,6367032092;3618,40867660148;-1370,7516122783;2395,14861933446;-700,112923848631;1209,7393586599;-10,054194070762;22915,7489288252;-23212,6394865356;-736,677821912737;-5225,69150009868;-98047,6400322893;-17630,9818180062;2657,61473789416;12060,1557668108;-5426,80950106111;6484,47466336511;30005,4074276224;-332795,448308385
"Alemanha";-187761,114370944;-396699,418259192;-23118,9596641916;-130344,595827232;-650112,299193214;-134134,129030732;-2934003,15034323;-12577,3806221201;-354986,116839626;0;-97999,7124127334;-549845,943317005;-21785,148655763;-14164,6046912001;-116296,754806058;-648703,636271008;-210877,299673311;-222271,973687682;-566528,989223296;-1905559,37761513;527313,73281704;-494360,567155784;451639,130180157;-60623,2172665219;-57226,8536911119;-27910,3303495947;-34393,5864187886;-296158,541372019;-7717,15247610008;-169121,871375438;-629250,950995174;-134795,782752439;-337951,714734656;-1081622,67728552;-117230,117566173;-23297,3979714101;-160109,248940214;-458100,338680732;-103987,660027008;-1462299,36604219;-12028093,4608815
